Transaction ID,Amount,Timestamp,Description,Transaction Type,Account Number
TXN00849,50.0,2024-08-16 17:06:41.808433,Payment to Rabobank,credit,NLINGB2804588233
TXN00850,249.46,2024-02-17 03:10:59.808433,Albert Heijn Purchase,credit,NLINGB5092896995
TXN00851,499.15,2023-12-26 21:42:51.808433,Payment to Rabobank,credit,NLRABO7094847932
TXN00852,-77.56,2024-02-10 18:59:04.808433,Tax Refund,debit,NLABNA4235158673
TXN00853,-437.56,2024-08-03 21:49:15.808433,Albert Heijn Purchase,credit,NLRABO1705930236
TXN00854,364.9,2024-03-17 00:24:16.808433,Albert Heijn Purchase,debit,NLABNA9369211473
TXN00855,250.91,2023-09-24 12:26:06.808433,Tax Refund,credit,NLINGB5147945215
TXN00856,325.35,2023-10-20 13:36:28.808433,Payment to Rabobank,debit,NLINGB5072883823
TXN00857,-361.15,2024-07-24 22:59:15.808433,Car Lease Payment,debit,NLINGB5348615215
TXN00858,228.9,2023-09-26 15:13:32.808433,PayPal Transfer,debit,NLINGB5505278785
TXN00859,176.55,2023-12-08 13:17:10.808433,T-Mobile Bill Payment,credit,NLRABO6373417462
TXN00860,415.41,2024-08-11 19:29:12.808433,AH Online Groceries,credit,NLRABO1421789295
TXN00861,-269.1,2024-06-08 02:55:08.808433,AH Online Groceries,debit,NLRABO9464493866
TXN00862,444.51,2023-11-10 23:44:33.808433,Payment to Credit Card,credit,NLINGB4703131091
TXN00863,-123.74,2024-06-13 15:16:00.808433,Payment to Credit Card,credit,NLABNA9606347579
TXN00864,-338.76,2024-08-18 23:25:05.808433,Albert Heijn Purchase,credit,NLINGB7120184504
TXN00865,261.94,2024-07-23 00:42:44.808433,T-Mobile Bill Payment,debit,NLABNA9798111585
TXN00866,176.15,2023-10-16 23:39:06.808433,Payment to Ziggo,credit,NLINGB8304546958
TXN00867,-466.84,2023-12-18 13:49:54.808433,T-Mobile Bill Payment,debit,NLINGB6799206879
TXN00868,107.55,2024-04-27 01:23:27.808433,Transfer to ING Account,credit,NLINGB4988444571
TXN00869,-493.14,2024-02-20 03:58:37.808433,Albert Heijn Purchase,debit,NLABNA5955267979
TXN00870,16.61,2024-05-13 13:40:03.808433,Rent Payment,debit,NLINGB3215323361
TXN00871,91.11,2024-03-05 14:41:39.808433,Netflix Subscription,credit,NLRABO1617489493
TXN00872,324.98,2023-11-04 04:54:48.808433,Bol.com Purchase,debit,NLINGB1642582551
TXN00873,-396.07,2024-01-17 07:17:26.808433,NS Train Ticket,debit,NLINGB1112075890
TXN00874,86.2,2023-10-27 19:45:18.808433,PayPal Transfer,debit,NLRABO6082987171
TXN00875,184.13,2023-10-08 15:03:13.808433,Eneco Energy Bill,credit,NLABNA8071974474
TXN00876,353.64,2024-07-19 13:40:13.808433,AH Online Groceries,debit,NLINGB1083264804
TXN00877,-362.52,2024-04-28 08:44:54.808433,Payment to Rabobank,credit,NLINGB1752523043
TXN00878,-306.09,2024-04-29 04:32:19.808433,Rent Payment,credit,NLRABO6843445143
TXN00879,-448.11,2023-12-07 02:30:19.808433,Municipal Tax Payment,credit,NLINGB5794345007
TXN00880,423.54,2024-02-05 04:16:02.808433,Salary from Employer,debit,NLABNA6238738846
TXN00881,103.96,2024-02-07 08:59:03.808433,Municipal Tax Payment,debit,NLINGB4836847814
TXN00882,-213.99,2024-06-01 23:28:38.808433,AH Online Groceries,debit,NLABNA7317430655
TXN00883,479.21,2023-09-08 18:02:21.808433,Payment to Rabobank,credit,NLABNA6869162319
TXN00884,-122.82,2024-07-26 20:40:42.808433,Payment to Ziggo,debit,NLINGB1942005320
TXN00885,-427.31,2024-03-15 11:43:09.808433,Payment to Ziggo,credit,NLINGB2290022527
TXN00886,-420.85,2023-12-05 15:08:38.808433,AH Online Groceries,debit,NLINGB9229900390
TXN00887,-348.51,2024-01-20 13:00:46.808433,Geldmaat ATM Withdrawal,credit,NLINGB1582992217
TXN00888,-170.99,2023-10-11 02:04:23.808433,Tax Refund,credit,NLRABO9910609184
TXN00889,-244.71,2023-08-29 05:47:34.808433,Albert Heijn Purchase,credit,NLRABO2667548106
TXN00890,104.56,2024-07-19 19:15:00.808433,NS Train Ticket,credit,NLINGB6608116460
TXN00891,449.87,2023-10-27 00:01:48.808433,T-Mobile Bill Payment,debit,NLRABO4128683863
TXN00892,12.73,2023-11-10 00:06:23.808433,Payment to Credit Card,debit,NLABNA8776006115
TXN00893,274.8,2023-09-04 18:41:36.808433,Transfer to ING Account,credit,NLABNA9011643819
TXN00894,-316.55,2023-11-17 01:28:56.808433,iDEAL Payment,debit,NLABNA6136250468
TXN00895,178.41,2024-03-14 15:17:56.808433,Albert Heijn Purchase,credit,NLRABO3238027727
TXN00896,407.2,2023-09-18 04:23:53.808433,Albert Heijn Purchase,debit,NLRABO9991488071
TXN00897,-313.4,2023-12-09 15:44:48.808433,Payment to Rabobank,credit,NLINGB3689431287
TXN00898,-278.51,2024-04-22 00:47:49.808433,Bol.com Purchase,credit,NLRABO7275198765
TXN00899,498.96,2024-03-01 09:56:03.808433,Geldmaat ATM Withdrawal,credit,NLRABO1426303105
TXN00900,-198.32,2024-07-08 04:21:49.808433,PayPal Transfer,debit,NLINGB1558175652
TXN00901,382.76,2024-04-14 08:41:45.808433,iDEAL Payment,debit,NLINGB5717387542
TXN00902,-151.81,2023-12-29 06:37:24.808433,Payment to Rabobank,credit,NLABNA3186459686
TXN00903,314.13,2023-10-15 22:15:40.808433,Albert Heijn Purchase,credit,NLRABO2918005859
TXN00904,-406.25,2023-09-17 18:26:08.808433,Payment to Rabobank,credit,NLABNA2901592026
TXN00905,-142.58,2024-06-30 18:20:41.808433,Albert Heijn Purchase,credit,NLINGB9255589366
TXN00906,314.19,2023-12-08 20:48:48.808433,PayPal Transfer,debit,NLABNA1191556225
TXN00907,383.71,2023-12-30 19:32:21.808433,NS Train Ticket,credit,NLABNA1681205615
TXN00908,193.54,2024-01-08 09:29:26.808433,T-Mobile Bill Payment,credit,NLABNA3479402863
TXN00909,-290.6,2023-10-22 20:41:09.808433,iDEAL Payment,credit,NLRABO4976716482
TXN00910,-291.45,2023-08-28 20:36:24.808433,Transfer to ING Account,credit,NLRABO7804675788
TXN00911,-59.03,2024-07-02 01:24:38.808433,iDEAL Payment,credit,NLRABO4324646106
TXN00912,364.65,2024-01-15 11:24:14.808433,Bunq Transfer,credit,NLRABO6005873521
TXN00913,-394.67,2024-01-15 03:23:35.808433,Payment to Credit Card,debit,NLRABO1759324108
TXN00914,-361.87,2024-02-13 03:48:01.808433,Netflix Subscription,credit,NLABNA1802692218
TXN00915,-311.37,2024-02-26 12:19:05.808433,Eneco Energy Bill,debit,NLRABO1441483499
TXN00916,121.5,2024-01-30 22:43:38.808433,Rent Payment,debit,NLINGB8110669850
TXN00917,491.78,2024-07-28 07:07:50.808433,Payment to Rabobank,debit,NLABNA4191344110
TXN00918,-418.69,2024-06-05 01:37:58.808433,iDEAL Payment,debit,NLRABO9252897335
TXN00919,-260.04,2024-02-13 02:42:31.808433,PayPal Transfer,debit,NLRABO5415955844
TXN00920,486.9,2023-10-20 03:17:39.808433,Eneco Energy Bill,debit,NLRABO5539274426
TXN00921,495.81,2024-04-17 10:52:50.808433,Netflix Subscription,credit,NLINGB2610306544
TXN00922,-182.92,2024-07-25 22:14:59.808433,Payment to Rabobank,credit,NLRABO2166846960
TXN00923,256.16,2023-11-05 02:10:23.808433,Bunq Transfer,debit,NLINGB1842632464
TXN00924,-432.45,2023-10-22 18:49:32.808433,Eneco Energy Bill,credit,NLABNA9742232462
TXN00925,315.55,2023-11-20 19:58:33.808433,Payment to Rabobank,credit,NLRABO8422364028
TXN00926,-134.14,2023-09-10 20:50:09.808433,Transfer to ING Account,credit,NLABNA3639279668
TXN00927,-281.54,2023-12-28 02:05:03.808433,Payment to Rabobank,credit,NLINGB5006425723
TXN00928,469.8,2024-06-18 00:30:05.808433,Geldmaat ATM Withdrawal,debit,NLRABO2919191899
TXN00929,-9.34,2023-09-19 14:08:06.808433,Rent Payment,credit,NLABNA1082214718
TXN00930,-111.19,2024-06-07 15:49:49.808433,Car Lease Payment,credit,NLRABO8736563870
TXN00931,52.72,2024-02-03 07:51:11.808433,Rent Payment,debit,NLINGB3837074261
TXN00932,-146.68,2024-03-13 18:30:57.808433,Rent Payment,debit,NLABNA3944163919
TXN00933,-135.08,2023-11-09 10:20:46.808433,Transfer to ING Account,debit,NLRABO9345171842
TXN00934,-26.69,2024-03-21 21:13:19.808433,Bol.com Purchase,credit,NLRABO4393281631
TXN00935,346.75,2023-12-15 08:11:15.808433,Geldmaat ATM Withdrawal,debit,NLRABO4428583143
TXN00936,154.32,2023-11-17 15:49:12.808433,Tax Refund,credit,NLABNA1522489897
TXN00937,174.94,2023-10-22 05:11:51.808433,Payment to Rabobank,debit,NLABNA9033175818
TXN00938,-425.87,2024-05-13 03:44:32.808433,Car Lease Payment,credit,NLABNA3108672059
TXN00939,-173.8,2024-06-21 15:08:33.808433,Rent Payment,debit,NLRABO6131779725
TXN00940,-232.68,2023-12-01 00:33:20.808433,Tax Refund,credit,NLINGB1455587724
TXN00941,106.99,2024-02-25 08:56:21.808433,Netflix Subscription,credit,NLRABO3616757309
TXN00942,41.24,2023-09-07 17:27:35.808433,Tax Refund,debit,NLABNA1699719969
TXN00943,-213.75,2023-12-17 01:14:55.808433,Eneco Energy Bill,debit,NLINGB9825697368
TXN00944,12.44,2024-02-01 09:35:38.808433,Albert Heijn Purchase,credit,NLRABO8078378733
TXN00945,-11.33,2023-10-22 05:15:59.808433,PayPal Transfer,debit,NLINGB4448497543
TXN00946,320.24,2024-01-22 20:35:29.808433,NS Train Ticket,debit,NLABNA6488706618
TXN00947,187.27,2024-06-22 18:07:13.808433,Tax Refund,debit,NLABNA1747643814
TXN00948,347.55,2023-09-28 06:32:16.808433,Payment to Credit Card,credit,NLABNA6816289472
TXN00949,-417.72,2024-04-22 15:04:04.808433,NS Train Ticket,credit,NLABNA8644277425
TXN00950,-290.3,2024-04-25 11:14:20.808433,Geldmaat ATM Withdrawal,debit,NLRABO8740553892
TXN00951,277.21,2024-07-23 12:23:51.808433,PayPal Transfer,debit,NLINGB4981045571
TXN00952,-192.48,2024-02-09 18:50:40.808433,Car Lease Payment,credit,NLABNA8173216358
TXN00953,232.1,2024-05-20 06:35:22.808433,PayPal Transfer,debit,NLINGB2886823891
TXN00954,336.11,2024-05-08 20:41:19.808433,Netflix Subscription,debit,NLABNA1061137309
TXN00955,-166.8,2024-06-17 19:33:33.808433,Municipal Tax Payment,debit,NLINGB9917942426
TXN00956,-490.75,2024-02-25 07:51:01.808433,NS Train Ticket,debit,NLRABO4614854507
TXN00957,-308.78,2024-08-10 15:47:19.808433,Payment to Credit Card,debit,NLRABO2250598888
TXN00958,243.1,2023-09-23 04:17:05.808433,Netflix Subscription,credit,NLABNA4497948491
TXN00959,-402.08,2024-07-09 22:18:26.808433,Rent Payment,credit,NLRABO4325458029
TXN00960,253.44,2024-05-07 08:22:17.808433,NS Train Ticket,debit,NLABNA7287565323
TXN00961,15.87,2024-04-21 15:40:05.808433,Car Lease Payment,debit,NLINGB8471585364
TXN00962,-442.63,2023-10-27 03:59:47.808433,AH Online Groceries,credit,NLABNA4050643687
TXN00963,101.18,2023-12-28 04:06:59.808433,Car Lease Payment,credit,NLINGB9395794727
TXN00964,-480.92,2023-10-27 01:08:25.808433,Bunq Transfer,credit,NLRABO6896458648
TXN00965,-234.98,2024-06-10 23:39:22.808433,Tax Refund,debit,NLABNA9624783630
TXN00966,-450.41,2023-09-09 15:55:25.808433,Albert Heijn Purchase,credit,NLABNA3513920479
TXN00967,462.93,2023-12-08 08:14:25.808433,Netflix Subscription,debit,NLINGB5538043126
TXN00968,283.6,2023-10-31 00:43:55.808433,Eneco Energy Bill,credit,NLINGB5882517389
TXN00969,-143.21,2023-12-29 06:53:20.808433,Tax Refund,debit,NLINGB6958893420
TXN00970,-158.93,2023-09-10 14:51:19.808433,Payment to Ziggo,credit,NLRABO4726762104
TXN00971,-112.18,2023-10-31 06:45:13.808433,NS Train Ticket,credit,NLRABO5583916291
TXN00972,142.3,2024-08-18 16:22:52.808433,PayPal Transfer,debit,NLINGB5896349683
TXN00973,384.93,2023-11-18 18:39:23.808433,Tax Refund,debit,NLINGB4505566353
TXN00974,-423.66,2024-07-22 07:48:10.808433,Car Lease Payment,credit,NLINGB6147135969
TXN00975,-70.01,2024-07-24 13:04:07.808433,iDEAL Payment,credit,NLABNA7108799005
TXN00976,-356.63,2023-10-10 16:21:11.808433,Payment to Credit Card,debit,NLABNA7402827501
TXN00977,253.13,2024-03-03 11:26:00.808433,Salary from Employer,debit,NLABNA2304730176
TXN00978,-4.58,2023-12-26 10:03:42.808433,Payment to Credit Card,debit,NLABNA6482087813
TXN00979,236.12,2023-09-06 04:16:23.808433,Transfer to ING Account,debit,NLRABO9331233731
TXN00980,-17.74,2023-10-28 09:47:44.808433,NS Train Ticket,debit,NLINGB1927142333
TXN00981,-89.98,2024-06-29 06:22:04.808433,Tax Refund,credit,NLABNA3149772069
TXN00982,278.47,2024-05-30 16:10:33.808433,Albert Heijn Purchase,debit,NLABNA9789552563
TXN00983,197.66,2023-12-18 12:41:32.808433,iDEAL Payment,credit,NLABNA1959290942
TXN00984,91.43,2024-01-10 00:27:43.808433,Payment to Ziggo,credit,NLABNA9765843979
TXN00985,363.96,2023-12-25 05:02:29.808433,NS Train Ticket,debit,NLRABO5907781562
TXN00986,-402.36,2024-01-07 03:18:45.808433,iDEAL Payment,debit,NLINGB2813095663
TXN00987,187.46,2024-03-24 20:23:33.808433,Municipal Tax Payment,credit,NLINGB5065594638
TXN00988,163.66,2024-08-20 16:27:39.808433,NS Train Ticket,credit,NLABNA6092718757
TXN00989,-337.13,2024-06-20 05:38:24.808433,Municipal Tax Payment,credit,NLINGB3938869744
TXN00990,152.82,2024-01-12 08:27:44.808433,Car Lease Payment,debit,NLINGB7524823437
TXN00991,333.73,2023-12-28 06:36:05.808433,Bol.com Purchase,credit,NLRABO1817374106
TXN00992,238.27,2023-12-08 06:49:34.808433,Payment to Rabobank,debit,NLRABO7800485128
TXN00993,139.65,2023-10-05 23:52:00.808433,Municipal Tax Payment,credit,NLRABO9110441947
TXN00994,-58.92,2024-05-18 02:15:48.808433,Municipal Tax Payment,debit,NLINGB5548948835
TXN00995,-377.58,2024-07-13 14:07:04.808433,Payment to Rabobank,debit,NLRABO5389896982
TXN00996,-24.3,2024-08-14 10:01:41.808433,Eneco Energy Bill,debit,NLINGB4532965841
TXN00997,-248.53,2023-11-22 05:50:40.808433,Albert Heijn Purchase,credit,NLRABO8998260839
TXN00998,191.35,2024-08-12 02:04:26.808433,Bunq Transfer,debit,NLABNA9624131052
TXN00999,103.46,2024-01-16 07:42:00.808433,Salary from Employer,debit,NLRABO3503696807
TXN01000,228.64,2024-06-03 12:32:41.808433,Municipal Tax Payment,credit,NLRABO4885293159
